id,q,r
7669,"""And if the little beakers are the most successful breeders than we would expect to see alot of little beaks in the next generation .""","""Yet again , ignoring the point of the article ."""
7670,"""Look , IÂ ’ m a Christian , and us Christians , we understand that things like miracles that defy the laws of physics are the truth .""","""ItÂ ’ s always interesting to see atheists making profound statements about billions of years , and mocking the Bible as being Â “ very , very oldÂ ” ."""
7671,"""Too bad evolution is a scientific theory and an empirically verified fact .""","""A theory is not a fact , no matter how much evidence may support the theory ."""
7672,"""Any similarity to the Natural History Museum in London is imaginary . None of the displays in London are based on mythology .""","""We know this because the kids destroyed all the interactive exhibits within a day when the Earth Gallery opened ."""
7680,"""do not change my stance ever , i am personally against abortion , but i do not have the right to stop anyone else making their choice.""","""If one believes slavery is wrong then what right does he have to impose that on someone else ?"""
7681,"""Life begins at the point of conception .""","""Life began at some moment of abiogenesis , billions of years ago ."""
7682,"""If they did , you probably would n't know about it .""","""Seeing as my information comes from active Canadian Forces members , both gay and straight , I 'd say that I 'd know about it ."""
7683,"""it ought but it wo n't , at least not the gun fetishists in this forum , who IMHO are prisoners of their ignorance , their fears , their insecurity .""","""This from a Sumo Spainiard barricaded in a basement ?"""
7684,"""* The same basic story of a Global Flood is found in hundreds of cultures around the world , including hte Australian Aboriginals .""","""There are flood stories carried by many cultures , however they do n't match in the details with noah flood myth ."""
7685,"""And can you please tell me the difference between nonrandom variation and directed variation ?""","""Not between nonrandom variation and directed variation : between nonrandom amounts of variation , and directed variation ."""
7686,"""If Miller is genuinely disturbed about `` atheists in the scientific community who routinely enlist the material findings of evolutionary biology in support of their own philosophical pronouncements `` , why does n't he distance himself from them , in political matters ?""","""Because evolution is how God created ."""
7743,"""Are not all people conceived in this country deserving of life , liberty and the pursuit of happiness ?""","""Only in this country ?"""
7744,"""Teaching students to be responsible ! What a crime !""","""It 's not responsibility when you 're allowing the school to punish a legal activity that happens well beyond the boundary of the physical school ."""
7745,"""Y'know , if a pro-choice person had posted a similar item from a pro-choice website , you would have dismissed it out of hand .""","""That is true but that is the procedure ......... Do you deny it ?"""
7746,"""`` We are like soldiers . It is a war , `` says Sgt Pfeil .""","""So you carry grenades and 75 pounds of gear , all while wearing camouflage fatigues and can call in an airstrike bombing ?"""
7747,"""I 'll let you know to what extent the movie documents it . I 'm off to see it in a few .""","""Good , you can address the claims made here , too . ETA : Also see how the movie 's version lines up with the information here regarding Sternberg ."""
7748,"""If morality is relative and not absolute then nobody can say Hitler was wrong for the things he did .""","""There are those who believe , on moral grounds , that what Hitler did was the right thing to do ."""
7749,"""His method appears to be good , i.e . using observations and experimental data , as well as repeatability .""","""Not sure how you can tell that since very little is mentioned about his methods ."""
7757,"""It 's been a long standing standard that if the only motivation for a law , act , etc is religious , then it 's a violation of SOCAS .""","""one could make that argument about anything -- voting for instance ."""
7758,"""However , my point was to ask you if you would be willing to abide by such regulations .""","""Bring on the free machineguns to every male of military service and the paper tape ."""
7759,"""What about them ? Is this a question ?""","""That they are really the words of god ?"""
7760,"""They excuse aborting a fetus of a feckless mother by citing the angst of the expectant mother that concieved through rape .""","""There are some very rare cases where abortion is legitimately allowable by society . However , most abortions do not fall under this catagory ."""
7761,"""So letÂ ’ s just say I have a mythical Friend who is an agent at the FBI .""","""Not to rain on anyone 's parade : `` The liberal hysteria about the tea parties and town hall protests , kicked off by the Obama administrationÂ ’ s issuance of a Homeland Security bulletin warning of right wing terrorists and extremists , has led to a lot of hyperbole on the left about how , well , extreme and terrorist-like the right is becoming ."""
7762,"""Furthermore , law abiding citizens can sell their guns to criminals in private transactions .""","""So ban guns ?"""
7763,"""If you 're willing to accept this , does n't that in a way contradict the gun control theory of `` well regulated militia ?""","""We need to balance the right to revolt against an unjust govt ."""
7771,"""Here was my sequence : something like unicellular life to multi-cellular life , random multi-cellular conglomerations to an amoeba , to a fish , to a dinosaur , to a mammal , to an ape , and finally to a man ? ?""","""Well , again , the best resource I could think of is wikipedia , just do a few searches there ( I suggest starting with `` Human evolution `` )"""
7772,"""Since the time when it became widely available ( 1960s I would guess ) , have abortions decreased ?""","""As for the number of abortions in the US , they increased when it became legal and since then has been decreasing ."""
7773,"""It does n't matter whether it is religous or not .""","""Does n't matter ?"""
7774,"""And how do you KNOW this creature is that old ?""","""Because it was found below the K/T boundary , a geologic layer that exists around the world that has been dated by several methods that all agree ."""
7775,"""They also believe somehow that until a child breathes its first breathe , it ca n't be called or considered a PERSON .""","""You want to consider a ZEF a 'person ' - fine , let 's apply this so-called 'logic ' across the board ."""
7776,"""In the many years that have supported abortion rights I have never found a single pro-lifer who could prove , outside their opinion and others , how a fetus has an interest in being born .""","""Well , I ca n't prove that you have an interest to be alive right now ."""
7777,"""You still fail to address the fact of liberal firearm owners .""","""So would these liberal firearms owners fail an ethics exam ? ''"""
7778,"""I researched this on a source that did not have `` gay `` in the URL .""","""Actually , it 's not `` different `` at all in that there is nothing in the gay article that is shown wrong or incorrect ."""
7779,"""No one says that Apes turned into men , but they did say that man and apes share a common ancestor .""","""You just provided good evidence that schools use an atheist presupposition - that atheism is entrenched in public schools ."""
7780,"""You throw personal insults more than I do . So when will YOU grow up ?""","""Well , since you 've called those who 've disagreed with you here stupid ( and variations thereof ) , and insinuated that they 're too stoned to understand you , I think you have the most ground to make up ."""
7781,"""Marijuana , for example .""","""Yes - drug use is another arena where you , the morality police and big brother can also bugger off ."""
7782,"""The point is Kopel and Lott are liars as previously demonstrated regarding the Carpenter family 's tragedy .""","""Well since you claim they are I simply do n't believe you ."""
7783,"""Do we really need to charge someone being tried for armed robbery or worse with an additional petty weapons charge ?""","""Actually , in regards to possession by felons , they are not petty weapons chargesÂ—at least in Virginia ."""
7784,"""I asked first . Tell me one proof of evolution .""","""We have a fossil record showing how life evolved 2 ."""
7813,"""If all life evolved from a common ancestor , then there should be countless instances of new body parts evolving .""","""you 're on the right track ; the problem with evolution is that it has no verifiable creator -- the fact is , mutations ( which supposedly add new raw material for selection ) have never shown to add any new structure or even a new part to any existing structure ."""
7814,"""Would I be getting the insults I m getting in this thread if they all didn t find this troubling ?""","""Not everyone reacts to repeated accusations of global scientific conspiracy , incompetence and corruption the same way ."""
7815,"""That does n't necessarily make them accurate - and if you look for long enough on the internet , you can find a source which says pretty much whatever you want it to .""","""I have provided ( among others ) a source from no less than Planned Parenthood which supports my claim ."""
7816,"""I wo n't throw my ideas on abortion out there just yet , but I have to ask this question .""","""This is more of a legal question involving whether or not it was negligence ( sp ) ."""
7817,"""... nip back over to `` The Swamp `` , [ that is , 'Internet Infidels ( atheists ) DB ' , and ask Oolon Colophid [ sp. ?""","""Not all of the `` infidels `` on IIDB are atheists ."""
7818,"""I can disprove theism in a wink , but I ca n't prove atheism .""","""Ha ! Show us your Anti-Theism ! ! ! Bring it on !"""
7819,"""That 's not a bad read . You should read it .""","""* * If you are talking to me , I did read it -- that 's why I posted it . Which makes me wonder what you did to it ? ! ?"""
7876,"""What if the mother woke up from an accident to find herself surgically connected to her own child ?""","""Although few mothers would do such a thing , I think that it is clear a mother would have the same right to do this as with a world-famous violinist ."""
7877,"""prschuster ] Walking-fish : But now I 'm thinking out loud again on the web .""","""Well , that 's what I was doing too : - )"""
7878,"""And remember , ToE says the genome of each creature acts independently of the environment .....""","""Actually , it does n't ."""
7879,"""Its such a joke that the anti-gay side claims that gays are a threat to the family .""","""Yeah , but then they 'd have to admit that the reason it was done to a `` heterosexual family `` is because that family was black , interracial , Jewish , or some other object of prejudice ."""
7880,"""They appear to me to be legitimate safety tests to assure quality of manufacture and assembly .""","""Yet you 're saying there you believe they have legitimate tests ?"""
7881,"""Atheism is a curse !""","""And you call atheism the curse ?"""
7882,"""Oswald shot Kennedy from a warehouse and fled to a theatre .""","""But Oswald did not shoot Kennedy ."""
7911,"""We already have 22 to 30 thousand gun laws .""","""you dont have anymore rights protected by the bill of rights because youre dead so if youre really pro american and pro bill of rights then you should worry more about getting good gun control laws passed to protect peoples lives so they can enjoy their rights without having to worry about being shot and losing all their rights maybe youve just been decieved and dont understand what youre supporting"""
7912,"""Nevertheless , we can still makes statements about the statistical likelihood of such an accident occurring , yes ?""","""Again you have nowhere to go without anything to start ... so your hypothesis has no weight ."""
7913,""".... What is it that you find hard to understand ?""","""Ah the non human part ."""
7914,"""Do n't expect Scalia to be too friendly to this case , and of course whatever Scalia does Thomas does .""","""As I understand , Scalia and Thomas are some of the most conservative members of the court ."""
7915,"""Morally , I don ` t view infants as persons either , but as you have to draw the line somehwere , you might as well do it at birth ( or at some time during pregnancy , I don ` t really care as long as the choice of aborting a unwanted pregnancy is till viable for most people ) .""","""You do n't view infants as people either ? What form of beast are you ?"""
7916,"""Can you prove Neanderthal Man was a human descendant ?""","""No one insists they are `` descendants `` ."""
7917,"""God 's mind , just by his thoughts created all matter .""","""And , if he is perfect , and perfection can not arise spontaneously , did he create himself with his own thoughts ?"""
7939,"""Is n't the point pretty obvious-""","""Not with you Mr. Muddy Waters ."""
7940,"""What is the problem with reptile to bird lung evolution ? Plausible scenarios exist . Are you saying it could n't have evolved ?""","""How could mutations and natural selections produce the changes necessary and how could the intermediate be viable ?"""
7941,"""it 's the other way around :""","""So you are saying that we determine our DNA ? Do you actually think before typing ?"""
7942,"""I agree that the 98 % statistic is not central to Lott 's book .""","""And yet no other portion of lotts work has been refuted ."""
7943,"""If they can stage jihads in school , teach `` acceptance `` of `` different `` religions and beliefs , and teach our children that evolution is a fact , they can sure as heck teach creation along with everything else .""","""There are lots of schools that teach creation right where it should be taught ."""
7944,"""And would society break down if some individuals are allowed to enter into a legally protecting penumbra institution we call marriage ?""","""You said who would it hurt ?"""
7945,"""I do n't think that a Supreme Court decision necessarily shuts down the debate .""","""Well you think wrong . The Second Amendment is individual , it 's tied to all lawful uses of firearms , and the game is over . You lost ."""
7960,"""So , can I not be considered `` ignorant `` for not thinking that evolution has been proven and not be considered `` anti-Christian `` for not thinking that the Earth is exactly 6000 years old .""","""Well , it might be hard to convince people that you are n't ignorant of some of the facts , although it appears that you 're not completely ignorant of all of the facts ..."""
7961,"""Carrying a gun is their talisman against their fear of attack and injury , what do you think ?""","""I keep a fire extinguisher in my house , and I keep it full ."""
7962,"""I have layed down a challenge to all creationists to come here and formally debate any aspect of evolution they want with me .""","""Well Clive , I will formally invite them here ........ I do n't know if any of them will take my invitation seriously , but we will see ."""
7963,"""Well you have n't proven that you do n't support the idea of a dictatorship .""","""And you have n't proven that you do n't support the idea of obligatory lobotomies for all redheads ."""
7964,"""Also , note that Omegamon/Ethmi 's argument is often 'we do n't want any more laws , criminals do n't obey them anyway ! '""","""And you 've never hesitated to make it sound like we want to do away with law , when in fact , we 're just pointing out that criminals wo n't follow them if they 're passed ."""
7965,"""In short , all of materialism/mechanism/physicalism/positivism/naturalism/darwinism/geneticism reduces to giving credit to effects for being their own causes . Which earns a great big , `` DUH ! ! '' , from me .""","""But then of course nearly every idea not your own generates a DUH from you . As in DUH why use data ."""
7966,"""Personally i do n't believe in abortion . It 's morally wrong and i think it 's good that it 's illegal .""","""I think often abortion is wrong but I do not agree with criminalizing it ."""
7974,"""The 17 % can only be attached to those weapons for which there was a successful trace back to the US from the group of 11,000 submitted by Mexican authorities .""","""Because they knew full well that the bulk of the confiscated weapons never came from the United States !"""
7975,"""Firstly , the core word is 'might ' .""","""of course he says `` might `` , science always tentative ."""
7976,"""And then there 's the fact about Conan O'Brien being added to the no fly list , by the Newark , NJ mayor , because the mayor did n't like O'Brien 's jokes about the quality of Newark life .""","""It was a joke ."""
7977,"""SAN FRANCISCO - A federal judge challenged the backers of California 's voter-enacted ban on same-sex marriage Wednesday to explain how allowing gay couples to wed threatens conventional unions , a demand that prompted their lawyer to acknowledge he did not know .""","""Judge challenges backers of gay marriage ban - Crime courts- msnbc.com"""
7978,"""So I do n't see how gun-control interferes with self-preservation .""","""You do n't see how gun-control interferes with self-preservatlion ?"""
7979,"""Science defines what is valid and what is n't , just like the church .""","""Yes , but reason and dogma are not the same standard ."""
7980,"""This woman should have had access to safe , legal and easily accessible abortion .""","""But she murdered her child . There are laws in Austrailia ( and hopefully someday in the U.S. ) against killing your pre-birth children ."""
7988,"""I vote ZERO .""","""Even absent the myriad court cases that prove police have no duty to protect anyone ?"""
7989,"""But , it is also a fact that Abraham Lincoln , the Commander in Chief of the Union Army , did not believe that the union could be preserved unless slavery was abolished .""","""Possibly , depends on what you read and by whom . Still , the war was n't aganist slavery ."""
7990,"""I do think however , that wanted pregnancies should be a part of the abortion debate , even though as you say , they usually are not .""","""I would also like to see women choose and want to have their babies instead of terminating their pregnancies , as long as they are able to handle the responsibilities of having a baby or are able to handle the possibility of passing on those responsibilities to someone else - via adoption , having a relative bring it up , etc ."""
7991,"""That means every minute he killed more than three people and shot a total of four .""","""I believe that explains everything very well . ''"""
7992,"""Well ? Let 's get to it . Why do YOU believe ?""","""I believe in that which is . Because to believe in anything else is ultimately pointless ."""
7993,"""Do n't like it when the person you 're arguing against can be as sarcastic as you are , huh ?""","""You snipped most of my remarks because you were unable to address them ."""
7994,"""I said the Brady Campaign and other gun control groups made the statement of California being safe .""","""Actually , you said :"""
8002,"""Time to get a helmet ...""","""ROTFLMAO ! You just made my day Nato !"""
8003,"""If a telescope can see a new color , how can we observe the information ?""","""But it 's not detecting any `` new `` wavelength ."""
8004,"""Your lamarckian argument against MNS has fallen prey to the same misconceptions about this issue as the creationist line has .""","""Again , my apologies , but prs has no idea of the difference between Lamarckian and Darwinian theory , and how that theoretical difference would be reflected in different social theories ."""
8005,"""Every culture has some version of eternity written into its teachings , weither it be heaven , rebirth or some nature thing it is what we want to believe .""","""It may not seem linked to the topic but something you said brought it up ."""
8006,"""2 ) Jyoshu 's explanation spelled out a theoretical approach , but the actual application to this approach shows prejudice and discrimination against gay people .""","""and thats different and contrary to what jyoshu posted ."""
8007,"""Hydrothermal vents [ 4 ] are described in two books of the Bible written before 1400BCÂ—more than 3,000 years before their discovery by science .""","""If you can get past the fact that Noah is 600 years old , I guess it 's not much of a leap to think that `` fountains of the deep `` equals a valid description of hydrothermal vents ."""
8008,"""Imagine being one of those guys in the Alien movies and you 've got a chestburster in you that 's gon na kill you once its fully gestated , but you 're not allowed to have an operation to have it removed from your body because of an intergalatic treaty declaring that all life is precious and must be observed .""","""Aside from the obvious logical fallacy , if alien life were precious ( which it is n't ) and assuming we ignore the chestburster since that does n't happen in a pregnancy then I 'd say you ca n't remove it ."""
8058,"""Come back when you learn the difference between climate and weather .""","""What was the difference , in climate terms , between 1400AD and 1600AD ?"""
8059,"""However , I do think a legislature could legitimately establish a preference in this area , and if they did , it would be up to the court to enforce that preference .""","""Yes , that 's true , the legislature very well could ."""
8060,"""Private citizens carrying out background checks on private citizens is a bad idea .""","""But private citizens run background checks on other citizens all the time ."""
8061,"""The only five possibilities for ultimate meaning and values are : atheism - ( no God ) humanism - ( man as God ) polytheism - ( many gods ) pantheism - ( one immanent God ) theism - ( one transcendent God - Genesis 1 )""","""And guess what , meaning and values have nothing to do with a god or not , my values are based on what I think is right ."""
8062,"""I wonder if he 'd have refused to be a part of it .""","""He did n't refuse because the filmmakers specifically avoided having him a part of it ."""
8063,"""`` Obviously it would be difficult for any committee to double-check every allegation made in the intense controversy over Professor BellesilesÂ ’ book , Arming America .""","""Yes , and their final report was essentially that , while they did not review every piece of data used in the book , every single piece that they did review had been falsified or tapmered with ."""
8064,"""Certainly most people accept 'evolution ' per se .""","""And this is relevent how ?"""
8107,"""Someone made a very important decision at a critical point in her life which made her life better and averted the consequences of a stupid mistake made by a youth .""","""Always take the easy way out to try and avoid consequences of actions ."""
8108,"""Because if evolution can not explain all changes it is false , Unless you propose some creatures evolved and some were specially created .""","""It is a logical fallacy ."""
8109,"""First of all , is evolution defined as the development of new body parts on organisms ?""","""I think his point is paulie , that if evolution is actually as evo defines it , as changes made by way of random mutations , then why does n't life reflect those random mutations ?"""
8110,"""2 ) The term `` marriage `` is not exclusively reserved for a union between man and woman .""","""So , when a comedian leaves the stage and say 's I killed tonight , then obviously killing people en-masse is just fine , right ?"""
8111,"""The problem is that the US has , in the past , refused funding to any organisation that , even as part of its activities , offered advice to women regarding abortion .""","""Good , it is n't a federal responsibility ."""
8112,"""I accept that the theory of evolution explains the observations both gentically represented and those of the fossil record .""","""In short , the theory of evolution explains biology ."""
8113,"""He said no new functions have evolved in a population in which it has n't existed before .""","""And the ability to digest nylon is not a new function ? ?"""
8128,"""Yep and watch an increase of sexual activity among teens .""","""18-19 year olds anyway ."""
8129,"""I was requested to start a new thread in which pro-gay and anti-gay marriage positions could be debated without posters being called `` homophobes `` , `` gay bashers `` and `` bigots `` simply because they do n't favor gay marriage .""","""You know what I find amusing here ..."""
8130,"""In a forum devoted to origin you offer the explainiation of no origin at all but rather meaningless existence .""","""Ok , now I 'd like to know why Lappster thinks evolution has anything to do with morality ? Do you actually know what evolution is Lappster ?"""
8131,"""It was hard enough to come to this decision in the first place without walking through all of that and having no other option but to take it , walk through it .""","""Not surprised . Violence breeds violence . Read the domestic violence thread , it has relevance ."""
8132,"""Just as one defines : infinite : not finite vs finite Just as one defines : Square vs circle""","""If a square is opposite to a circle ( and it is n't , by the way ) , then gas/liquid/solid must be opposites therefore you contain opposites ( by your own argument ) , in that you contain elements that are in these 'opposite ' states ."""
8133,"""The students are simply taught that Lamarckianism is an egregiously failed concept .""","""So , he 's immune to new information that contradicts his beliefs ."""
8134,"""Perhaps it is just semantics here , but a place that tells a mythical tale rather than relating reality does n't have the right to call itself a museum .""","""Why is it that evolution cant be considered as a mythical tale ? ."""
8156,"""Actually when you read every thing you have to rationalize ( lie ) what God actually did , for God was done with everything then started again .""","""actually , the only valid question plotter asked is about the existence of dinosaurs ( How did they fit into the creation schedule ? )"""
8157,"""The French government has solved the problem of redefining marriage by creating a legal union between any two eligible persons regardless of gender that allows the couple to have rights equal to those that are legally married .""","""You mean their society did n't implode due to giving civil unions to all , under the weight of legal quagmire as some who have argued against this from the gay pride movement have asserted ? ?"""
8158,"""The President hates his country ! It 's so obvious ! How did nobody notice till now !""","""He may not hate it , but he sure does some strange things WRT it . For example : his World Apology Tour 2009 ."""
8159,"""I do n't recall the Bible saying you can rob from people you think are evil but you seem to think thats ok .""","""Where do you get that impression from ?"""
8160,"""Does belief in intelligent design preclude belief in evolution Forgive me for""","""Ah , so I take it you are saying is it possible to reconcile a belief in God ( of some sort ) with the discoveries of science ?"""
8161,"""Since you brought up the questions , I wonder what your answer would be to that second question : `` Can one girl kill herself or do harmful things to her body if she chooses ... even against the other heads will ?""","""I do n't think people have a right to kills themselves ( obviously not natural and obviously not legal right now ) ."""
8162,"""the former because it 's always a handy and ego-inflating explanation for disagreement and you do n't have any respect for other people 's intellect anyway ,""","""You have 'gone over to the dark side ' ."""
8184,"""What does this have to do with nations like England having lower murder rates ? Try to stay on topic .""","""Did you read the TOPIC ?"""
8185,"""Our gun control advocates have surrendered , finding that their argument is so flawed that it is absolutely insupportable .""","""For example , a country that is n't already saturated with , say , handguns , would imo greatly suffer if handguns were suddenly legalised ."""
8186,"""It seems that you would be willing to grant that and unborn baby has the same rights you have , if one could prove that the baby is 'human '""","""My question to you : What do you consider to be the reason the pre-birth baby is a 'human being ' that deserves 'personhood ' according to the law ?"""
8187,"""Waiting until they are born likely gives them no more chance of surviving than killing them in the womb .""","""I think they have more of a chance becasue , while many manage to delude themselves into believing that an unborn child is not a baby , it would be much more difficult to convince yourself that a crying baby is n't a baby ."""
8188,"""The government was right to tighten up the law governing the ownership of firearms after the 1996 Dunblane massacre .""","""So those who will allow more gun control , should n't you first have to justify the need , then prove that what you want and propose , will work as advertised before we allow you to burden our Inalienable Right as protected by the various Constitutions ?"""
8189,"""would you have a problem calling a guy marrage a `` civil union `` ?""","""I just ca n't see that a heterosexual couple would ever want to enter into a `` civil union `` being as they would be denied spousal recognitions and transportability ."""
8190,"""This sedimentary layer would show signs of being layed down in water .""","""It has been shown in evidence all around the world with something as fragile as a leaf extending through multiple varves . The Geologic Column"""
8310,"""This would also explain why gradualism is not found in the fossil record .""","""Uh , how ?"""
8311,"""The greatest scientist in history said about the order of the universe : The Author of the system must have found it convenient .""","""That 's your answer is it : you believe your god just bodged together life in a convenient fashion rather than doing a proper job ?"""
8312,"""What makes you think doctors are paid badly in a national healthcare system ?""","""I do n't think I said they 'd be paid badly . ..."""
8313,"""He may have been referring to the hundreds of thousands of kids who ca n't get adopted because they 're not healthy , white infants .""","""No , people ar n't looking for healthy , white infants , they are looking for infants ."""
8314,"""What I want to know is if all these folks who feel it is their right to vote on marriage for gays would mind if the gays were allowed to vote on their marriages ?""","""Well , they are in the minority no matter what ."""
8315,"""And to be sure , there are some nuts who are politically active on the right who should probably be locked up for their own good .""","""I know one thing , anything that happens , politically motivated people will demonize us , anyway !"""
8316,"""What 's your definition of pure ?""","""Because of your question `` What is your definition of pure `` , I now know how to make soap ."""
8324,"""On this 35th anniversary of the Roe v. Wade decision , I would like to share my views on the issue of abortion .""","""I must warn you though that you have argued so perfectly and similarly all of the points I just argued on another thread about abortion , that some people around here might just accuse you of being me with a new handle ."""
8325,"""Total Background checks = 111,582,241 Checks for multiple guns = 1,621,282""","""Total of denials = 761,814 Violent Crime and Murder rate decreased . Crime in the United States -- by Volume and Rate per 100,000 Inhabitants , 1989 & # 8211 ; 2008"""
8326,"""Communism meaning the government russia had from the 1940s to 1990 . Democratic- republic : the government the US has today .""","""Well , in that case I would go for the US government any day ."""
8327,"""Thats a very compact piece of logic . I imagine that you are a very efficient individual .""","""Um ... , Thank you ? Im assuming thats not sarcasm , right ?"""
8328,"""When did I say anything about DNA ?""","""It is DNA which makes one a human , it is the mind which makes one a human being , a person ."""
8329,"""Yes , I am sure you can also keep morphine with more responsibility and greater safety than a hospital .""","""Read the post , IF I can do A , then I am allowed to do B. I can not keep morphine responsibily , then I can not own morphine ."""
8330,"""Galaxy yields one supernova per 26 ( Â± 10 estimated error ) years in very good agreement with the evidence from historical supernovae.""","""Actually , this data point is perfectly meaningless ."""
8352,"""no , just overturn roe vs wade .""","""And then you can go pat yourself on the back and pretend it 's all better ."""
8353,"""Where 's the barf smiley when you need it ? What guntotin ' god lets stuff like this happen ?""","""H.CHRIST on a skateboard Comrade , why do n't you just take it for what its worth ?"""
8354,"""OK , are YOU willing to settle for legal recognition of your relationship with your spouse under federal and state laws as a `` civil union `` only ?""","""You would be asking marriage to be redefined to do that ."""
8355,"""Darwinism , which from Darwin 's day down to our own has been used to justify radical changes in moral norms in areas such as eugenics , abortion , and -- in the case of Nazi Germany -- even racial extermination .""","""If I argue that all babies should be killed , and you do n't think all babies should be killed , does that mean that all babies are n't really babies ?"""
8356,"""Easily understood when man created his own god .""","""Man created a vindictive , vengeful , and vicious god , according to the Bible ."""
8357,"""Rather , it 's boringly blatant that what you claim is false ...""","""So 1052 voters is a majority of california voters ?"""
8358,"""The Gun Control Act of 1968 , which initiated the background check requirement , was written by liberal politicians ; the main people who support gun control laws .""","""But But But , he was just 6 years old then and the really smart people did n't get all their wisdom written into that sham of a bill which is said to be law but is fast starting to have to face the Constitutional challenges ."""
8359,"""And on the `` taking to task `` issue , did you ever see the `` gay forum `` that was held for the presidential candidates ?""","""So Biden was against gay marriage there too ?"""
8360,"""What use would a handgun be against a tank or F-16 Fighter plane ?""","""First , you would n't use a handgun against an F-16 fighter plane ."""
8361,"""The problem with ID is that there is no evidence , and it is simply not possible to falsify it .""","""The problem with happenstance origins is that there is no evidence , and it 's simply not possible to falsify it ."""
8362,"""i think slave holder 's asked a similar question to people who believed slavery was wrong . ''""","""If freeing slaves meant that the former slaves could live of other 's organs without their desire or consent , putting their health and possibly life at risk ... while at the same time having no perception of self , no brain , no mind , no consciousness ..."""
8363,"""Intelligent Design -- it 's not what you think""","""It may not be what I think ( after all , so-called `` intelligent `` designs really are n't very intelligent ) , but it 's exactly what I think it is : total garbage based upon religion shrouded in wannabe science ."""
8364,"""Now why would it `` PAIN `` Collins to acknowledge that much of human evolution has had little to do with genes and and more to do with culture and environment ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?""","""Ca n't you read ?"""
8365,"""Hmmm , without Jesus there might n't have been the various Inquisitions , the invasions of the New World for purposes of exploitation of the New World 's resources and peoples , the witch burnings , the stupid religious wars amongst the various Christian sects , very likely the Holocaust would not have happned , the two World Wars waged by Christian nations -- except for the notable exception of Japan .""","""Just think , without Christianity and its preservation of science during the Dark Ages , we lost out on the opportunity to reinvent the wheel ."""
8394,"""Also , I think that evolution in itself is sort of a religion , as it tries to explain the creation of the universe and of all life .""","""You must be thinking of physics ..."""
8395,"""It seems the wars are repetitious and always involve a tyrant and his government and other wan na be 's like Vichy in France capitulating with Hitler .""","""Oh , and good to see you here ! I notice we got some new posters and greetings to all ."""
8396,"""I find that very interesting that many Christians are so loudly against abortion , yet their own bible condones it .""","""Everyone of the fundamentalists are on the band wagon about abortion being murder ."""
8397,"""However , to say that there is no evidence even to suggest it is way beyond the realm of logic .""","""If you wrote this in response to my post , please note that I said that there is no PHYSICAL evidence that suggests that God exists without the mindset that God exists ."""
8398,"""If someone says the big bang people have to say the big bang and not the `` evolution of the universe `` because it will just waste time .""","""Now you 're being ridiculous ."""
8399,"""To re-iterate - the police face mandatory training and testing , continuous psychological and physical assessment and a character check before they even enter the force .""","""The police are n't the equivalent of Jedi , they do n't deserve sole access to firearms just because they get training in the use of arms ."""
8400,"""4 ) Why has the vast majority of intelligently designed life ceased to exist ?""","""Could you be more specific ?"""
8436,"""You ca n't say `` Genesis `` because the book , the combination of Genesis , is man-made , 2 seperate and different accounts were forced together to make `` Genesis `` .""","""The entire Bible is `` man made `` . When you start believing that parts of the Bible are infallible , where does it end ?"""
8437,"""National Health System and Public Education ? Yeah , you 're right . No socialism here . Move along ...""","""If you havenÂ ’ t noticed we also have private education and private healthcare ."""
8438,"""`` Lott now admits he used a fake persona , 'Mary Rosh , ' to post voluminous defenses of his work over the Internet .""","""This is not nearly as uncommon as people seem to think ."""
8439,"""It is in no way as foolish as the YEC theory , or even the strict creationist theory , but there are certianly hole in the theory .""","""In fact , name several since you seem to think that there are several ."""
8440,"""what I am talking about is not a death penalty trial as we have today , but after the person has received a 100 year or more sentence .""","""Very unrealistic , but for the sakes of the debate , why not ?"""
8441,"""We can take your other definitions of creationism one at a time , thank you very much .""","""Before you stated `` Creation is .... `` thus it is implicit in this that you are arguing against a single homogonous construct ."""
8442,"""IThere are no half-ape men found in the fossil record .""","""The last time I saw it , it said something like `` there are no half ape-half human fossils `` ."""
8485,"""Hey pandion , voting according to the rules of the California Constitution is not imposing any individuals will or morality on anyone .""","""But what if it is unconstitutional , like Prop . 8 ?"""
8486,"""Carmen , it 's senseless not to believe that Abortion is Planned Parenthood 's # 1 reccomendation .""","""You dont like the fact that planned parenthood performs abortions , and so you feel the need to slanderize them ."""
8487,"""Have they attempted to trace handguns recovered from criminals ?""","""Oh , I would wager about like Mexico , about 80 % fewer than guestimated ."""
8488,"""Is murder still illegal in your humanistic world ?""","""Murder is ALWAYS illegal ."""
8489,"""No , I do n't want any kind of government-run , mandatory health care 3 )""","""Who wants healthcare run by large corporations that have rigged the market for cost twice as large as in other developed countries ?"""
8490,"""i should be able to work hard at something and make a REAL contribution to society without being poor .""","""Oh , so business owners do n't make `` real `` contributions to society ?"""
8491,"""And in November the democrats will lose full control of the house and senate , and all of these obamanations will be undone one after another .""","""You wish . I doubt that it shall be so ."""
8499,"""Is there any reason to respond to this guy at all ? If we ignore him , maybe he 'll go away again .""","""What is the fun in that ?"""
8500,"""Reading the opinions in McDonald v. Chicago , you might think it was as much a civil-rights case as a gun case .""","""So you see , Brady , you 're wrong again ."""
8501,"""And all having a real , verifiable negative impact on society , which can not be said about gay marriage .""","""For years I 've tried to get one of our resident gay members to debate me on that fact ."""
